@_fa,link,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,pii,citedby-count,affiliation,prism:aggregationType,subtype,subtypeDescription,article-number,source-id,openaccess,openaccessFlag,freetoread,freetoreadLabel,prism:eIssn,prism:issueIdentifier,pubmed-id
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85139430563'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85139430563?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85139430563&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85139430563&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85139430563,SCOPUS_ID:85139430563,2-s2.0-85139430563,Product and process innovation patterns in Polish low and high technology systems,Dzikowski P.,Equilibrium. Quarterly Journal of Economics and Economic Policy,1689765X,17,747-773,2022-09-30,30 September 2022,10.24136/eq.2022.026,,1,"[{'@_fa': 'true', 'affilname': 'Uniwersytet Zielonogórski', 'affiliation-city': 'Zielona Gora', 'affiliation-country': 'Poland'}]",Journal,ar,Article,,21101052714,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",23533293,3,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85139424275'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85139424275?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85139424275&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85139424275&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85139424275,SCOPUS_ID:85139424275,2-s2.0-85139424275,Segmentation and estimation of claim severity in motor third-party liability insurance through contrast analysis,Reiff M.,Equilibrium. Quarterly Journal of Economics and Economic Policy,1689765X,17,803-842,2022-09-30,30 September 2022,10.24136/eq.2022.028,,0,"[{'@_fa': 'true', 'affilname': 'University of Economics', 'affiliation-city': 'Kosice', 'affiliation-country': 'Slovakia'}]",Journal,ar,Article,,21101052714,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",23533293,3,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85139386542'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85139386542?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85139386542&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85139386542&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85139386542,SCOPUS_ID:85139386542,2-s2.0-85139386542,Meeting the European green deal objective of expanding organic farming,Kowalska A.,Equilibrium. Quarterly Journal of Economics and Economic Policy,1689765X,17,607-633,2022-09-30,30 September 2022,10.24136/eq.2022.021,,0,"[{'@_fa': 'true', 'affilname': 'Maria Curie-Sklodowska University in Lublin', 'affiliation-city': 'Lublin', 'affiliation-country': 'Poland'}]",Journal,ar,Article,,21101052714,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",23533293,3,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85139453919'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85139453919?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85139453919&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85139453919&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85139453919,SCOPUS_ID:85139453919,2-s2.0-85139453919,Hybrid demand forecasting models: pre-pandemic and pandemic use studies,Kolková A.,Equilibrium. Quarterly Journal of Economics and Economic Policy,1689765X,17,699-725,2022-09-01,September 2022,10.24136/eq.2022.024,,0,"[{'@_fa': 'true', 'affilname': 'VSB – Technical University of Ostrava', 'affiliation-city': 'Ostrava', 'affiliation-country': 'Czech Republic'}]",Journal,ar,Article,,21101052714,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",23533293,3,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85139452927'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85139452927?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85139452927&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85139452927&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85139452927,SCOPUS_ID:85139452927,2-s2.0-85139452927,Exploring potential drivers of innovation-related activities in Poland: evidence from Polish business clusters,Kuczewska J.,Equilibrium. Quarterly Journal of Economics and Economic Policy,1689765X,17,775-801,2022-09-01,September 2022,10.24136/eq.2022.027,,0,"[{'@_fa': 'true', 'affilname': 'Uniwersytet Gdanski', 'affiliation-city': 'Gdańsk', 'affiliation-country': 'Poland'}]",Journal,ar,Article,,21101052714,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",23533293,3,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85139448926'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85139448926?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85139448926&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85139448926&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85139448926,SCOPUS_ID:85139448926,2-s2.0-85139448926,The United States’ First Business Cycle: An Austrian Interpretation of the Panic of 1797,Curott N.,Quarterly Journal of Austrian Economics,10983708,25,147-175,2022-09-01,Spring 2022,10.35297/QJAE.010133,,0,"[{'@_fa': 'true', 'affilname': 'Ball State University', 'affiliation-city': 'Muncie', 'affiliation-country': 'United States'}]",Journal,ar,Article,,12000154413,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}]}",19364806,1,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85139446708'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85139446708?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85139446708&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85139446708&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85139446708,SCOPUS_ID:85139446708,2-s2.0-85139446708,Determinants for international competitiveness of the food industry in 43 countries worldwide: evidence from panel models,Hamulczuk M.,Equilibrium. Quarterly Journal of Economics and Economic Policy,1689765X,17,635-667,2022-09-01,September 2022,10.24136/eq.2022.022,,0,"[{'@_fa': 'true', 'affilname': 'Szkoła Główna Gospodarstwa Wiejskiego', 'affiliation-city': 'Warsaw', 'affiliation-country': 'Poland'}]",Journal,ar,Article,,21101052714,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",23533293,3,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85135175530'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85135175530?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85135175530&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85135175530&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85135175530,SCOPUS_ID:85135175530,2-s2.0-85135175530,Predictable Effects of Visual Salience in Experimental Decisions and Games,Li X.,Quarterly Journal of Economics,00335533,137,1849-1900,2022-08-01,1 August 2022,10.1093/qje/qjac025,,2,"[{'@_fa': 'true', 'affilname': 'California Institute of Technology', 'affiliation-city': 'Pasadena', 'affiliation-country': 'United States'}]",Journal,ar,Article,,29431,0,False,,,15314650,3,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85135165746'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85135165746?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85135165746&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85135165746&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85135165746,SCOPUS_ID:85135165746,2-s2.0-85135165746,Multinational Banks and Financial Stability,Clayton C.,Quarterly Journal of Economics,00335533,137,1681-1736,2022-08-01,1 August 2022,10.1093/qje/qjac002,,0,"[{'@_fa': 'true', 'affilname': 'Columbia Business School', 'affiliation-city': 'New York', 'affiliation-country': 'United States'}]",Journal,ar,Article,,29431,0,False,,,15314650,3,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85135157640'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85135157640?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85135157640&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85135157640&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85135157640,SCOPUS_ID:85135157640,2-s2.0-85135157640,On the Effects of the Availability of Means of Payments: The Case of Uber,Alvarez F.,Quarterly Journal of Economics,00335533,137,1737-1789,2022-08-01,1 August 2022,10.1093/qje/qjac008,,0,"[{'@_fa': 'true', 'affilname': 'The University of Chicago', 'affiliation-city': 'Chicago', 'affiliation-country': 'United States'}]",Journal,ar,Article,,29431,0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",15314650,3,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85135152202'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85135152202?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85135152202&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85135152202&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85135152202,SCOPUS_ID:85135152202,2-s2.0-85135152202,Sovereign Bonds Since Waterloo,Meyer J.,Quarterly Journal of Economics,00335533,137,1615-1680,2022-08-01,1 August 2022,10.1093/qje/qjac007,,1,"[{'@_fa': 'true', 'affilname': 'Harvard University', 'affiliation-city': 'Cambridge', 'affiliation-country': 'United States'}]",Journal,ar,Article,,29431,0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryvor'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",15314650,3,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85134997123'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85134997123?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85134997123&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85134997123&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85134997123,SCOPUS_ID:85134997123,2-s2.0-85134997123,The Effects of Joining Multinational Supply Chains: New Evidence from Firm-to-Firm Linkages*,Alfaro-Ureña A.,Quarterly Journal of Economics,00335533,137,1495-1552,2022-08-01,1 August 2022,10.1093/qje/qjac006,,8,"[{'@_fa': 'true', 'affilname': 'Universidad de Costa Rica', 'affiliation-city': 'San Jose', 'affiliation-country': 'Costa Rica'}]",Journal,ar,Article,,29431,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}, {'$': 'Green'}]}",15314650,3,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85134961858'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85134961858?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85134961858&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85134961858&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85134961858,SCOPUS_ID:85134961858,2-s2.0-85134961858,"Imports, Exports, and Earnings Inequality: Measures of Exposure and Estimates of Incidence*",Adão R.,Quarterly Journal of Economics,00335533,137,1553-1614,2022-08-01,1 August 2022,10.1093/qje/qjac012,,0,"[{'@_fa': 'true', 'affilname': 'The University of Chicago Booth School of Business', 'affiliation-city': 'Chicago', 'affiliation-country': 'United States'}]",Journal,ar,Article,,29431,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}, {'$': 'Green'}]}",15314650,3,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85134938026'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85134938026?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85134938026&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85134938026&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85134938026,SCOPUS_ID:85134938026,2-s2.0-85134938026,The Slope of the Phillips Curve: Evidence from U.S. States,Hazell J.,Quarterly Journal of Economics,00335533,137,1299-1344,2022-08-01,1 August 2022,10.1093/qje/qjac010,,4,"[{'@_fa': 'true', 'affilname': 'London School of Economics and Political Science', 'affiliation-city': 'London', 'affiliation-country': 'United Kingdom'}]",Journal,ar,Article,,29431,0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",15314650,3,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85134900697'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85134900697?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85134900697&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85134900697&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85134900697,SCOPUS_ID:85134900697,2-s2.0-85134900697,The Assessment Gap: Racial Inequalities in Property Taxation*,Avenancio-León C.F.,Quarterly Journal of Economics,00335533,137,1383-1434,2022-08-01,1 August 2022,10.1093/qje/qjac009,,1,"[{'@_fa': 'true', 'affilname': 'University of California, San Diego', 'affiliation-city': 'San Diego', 'affiliation-country': 'United States'}]",Journal,ar,Article,,29431,0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",15314650,3,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85132435043'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85132435043?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85132435043&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85132435043&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85132435043,SCOPUS_ID:85132435043,2-s2.0-85132435043,Hours and Wages,Bick A.,Quarterly Journal of Economics,00335533,137,1901-1962,2022-08-01,1 August 2022,10.1093/qje/qjac005,,1,"[{'@_fa': 'true', 'affilname': 'Arizona State University', 'affiliation-city': 'Tempe', 'affiliation-country': 'United States'}]",Journal,ar,Article,,29431,0,False,,,15314650,3,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85132105761'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85132105761?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85132105761&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85132105761&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85132105761,SCOPUS_ID:85132105761,2-s2.0-85132105761,The Gender Gap in Self-Promotion*,Exley C.L.,Quarterly Journal of Economics,00335533,137,1345-1381,2022-08-01,1 August 2022,10.1093/qje/qjac003,,7,"[{'@_fa': 'true', 'affilname': 'Harvard University', 'affiliation-city': 'Cambridge', 'affiliation-country': 'United States'}]",Journal,ar,Article,,29431,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}, {'$': 'Green'}]}",15314650,3,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85131250115'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85131250115?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85131250115&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85131250115&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85131250115,SCOPUS_ID:85131250115,2-s2.0-85131250115,Smart Matching Platforms and Heterogeneous Beliefs in Centralized School Choice,Arteaga F.,Quarterly Journal of Economics,00335533,137,1791-1848,2022-08-01,1 August 2022,10.1093/qje/qjac013,,0,"[{'@_fa': 'true', 'affilname': 'University of California, Berkeley', 'affiliation-city': 'Berkeley', 'affiliation-country': 'United States'}]",Journal,ar,Article,,29431,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}, {'$': 'Green'}]}",15314650,3,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85130709520'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85130709520?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85130709520&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85130709520&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85130709520,SCOPUS_ID:85130709520,2-s2.0-85130709520,Dominant Currencies: How Firms Choose Currency Invoicing and Why it Matters*,Amiti M.,Quarterly Journal of Economics,00335533,137,1435-1493,2022-08-01,1 August 2022,10.1093/qje/qjac004,,3,"[{'@_fa': 'true', 'affilname': 'Federal Reserve Bank of New York', 'affiliation-city': 'New York', 'affiliation-country': 'United States'}]",Journal,ar,Article,,29431,0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryvor'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",15314650,3,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85146337920'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85146337920?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85146337920&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85146337920&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85146337920,SCOPUS_ID:85146337920,2-s2.0-85146337920,Diagnosing the UK productivity slowdown: which sectors matter and why?,Coyle D.,Economica,00130427,,,2023-01-01,2023,10.1111/ecca.12459,,0,"[{'@_fa': 'true', 'affilname': 'University of Cambridge', 'affiliation-city': 'Cambridge', 'affiliation-country': 'United Kingdom'}]",Journal,ar,Article,,20048,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}]}",14680335,,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85146261001'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85146261001?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85146261001&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85146261001&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85146261001,SCOPUS_ID:85146261001,2-s2.0-85146261001,Artificial intelligence adoption in a competitive market,Gans J.S.,Economica,00130427,,,2023-01-01,2023,10.1111/ecca.12458,,0,"[{'@_fa': 'true', 'affilname': 'University of Toronto', 'affiliation-city': 'Toronto', 'affiliation-country': 'Canada'}]",Journal,ar,Article,,20048,0,False,,,14680335,,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85143189374'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85143189374?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85143189374&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85143189374&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85143189374,SCOPUS_ID:85143189374,2-s2.0-85143189374,"Corrigendum to: Training, Recruitment, and Outplacement as Endogenous Adverse Selection (Economica, (2022), 89, 356, (849-861), 10.1111/ecca.12441)",,Economica,00130427,90,372,2023-01-01,January 2023,10.1111/ecca.12451,,0,,Journal,er,Erratum,,20048,0,False,,,14680335,357,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85143155716'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85143155716?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85143155716&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85143155716&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85143155716,SCOPUS_ID:85143155716,2-s2.0-85143155716,“Is brief that space in which you are not?” Gender inequalities in academic economic history in Uruguay,Azar P.,America Latina en la Historia Economica,14052253,30,,2023-01-01,January 2023,10.18232/1329,,0,"[{'@_fa': 'true', 'affilname': 'Universidad de la Republica', 'affiliation-city': 'Montevideo', 'affiliation-country': 'Uruguay'}]",Journal,ar,Article,,21100228046,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",20073496,1,
